ID,Date,Title,Content no HTML,Topics,Regions,Events,Persons / Groups,Places,Themes,Post Type,Status 
32848,2018-05-04,Arizona to raise teachers’ salaries; week-long teachers’ strike to end,"On Thursday, Arizona’s governor signed a $10.4 billion budget bill that raises teachers’ salaries by 20 percent over a three-year period. Some Arizona school districts have been closed since last Thursday while teachers went on strike for higher pay. Hundreds of teachers demonstrated in Phoenix on Wednesday night. After the law was passed, organizers called for an end to the strike. Some schools announced they would reopen Friday, others next week.
The budget bill includes more than $600 million for salary increases, with about a 10 percent raise the first year, and raises of about 5 percent in the second and third years. The average yearly pay for an Arizona teacher is currently more than $10,000 below the national average of $59,000, according to Reuters. 
Arizona Governor Doug Doucey (R) said, “Arizona teachers have earned a raise … They work incredibly hard.” He said the budget plan also provides “millions in flexible dollars to improve” the state’s public education system. 
The budget allocates an additional $371 million to education over five years, with $100 million this fiscal year. About $2 billion had been cut from schools’ “capital funding” in the state since the end of the last U.S. recession in 2009, according to the Arizona School Board Association (ASBA). “Capital funding” pays for textbooks, desks, school buses and school technology, among other things, according to ASBA.
Arizona has 1.1 million public school students, according to Reuters.
Earlier this year, teachers in West Virginia went on strike for nine school days before obtaining a 5 percent raise, and teachers in Kentucky and Oklahoma also held walkouts over salaries, pensions and education funding.
Sources: Arizona School Board Association, Chicago Tribune, Reuters, The New York Times",Law &amp; Justice|The Facts,USA,pay raise|strike,,Arizona,education|teachers,world_news,publish
32845,2018-05-04,Trump signs order to establish ‘White House Faith and Opportunity Initiative’,"On Thursday, the National Day of Prayer, President Donald Trump signed an executive order titled “Establishment of a White House Faith and Opportunity Initiative.” A White House fact sheet said the order was “to ensure that the faith-based and community organizations that form the bedrock of our society have strong advocates in the White House and throughout the Federal Government.”
The order revoked two previous executive orders, including one from 2001 titled “Establishment of White House Office of Faith-Based and Community Initiatives.” It also replaced some of the wording in past executive orders, such as replacing “White House Faith and Opportunity Initiative” with “White House Office of Faith-Based and Community Initiatives.”
The Fact Sheet said the order will:

	“provide recommendations” on the “policy agenda affecting faith-based and community programs”; 
	provide recommendations on programs and policies that may have “more effective solutions to poverty” with faith-based and community organization involvement;
	“apprise the Administration of any failures of the executive branch to comply with religious liberty protections under law”; and 
	“reduce the burdens on the exercise of free religion.” 

The initiative is to be led by a new position: Advisor to the White House Faith and Opportunity Initiative. The executive order said the advisor will make recommendations “regarding changes to policies, programs, and practices that affect the delivery of services by faith-based and community organizations.” The order specifies that “executive departments and agencies” that do not have a Center for Faith and Opportunity Initiative will designate a liaison “as a point of contact” for the initiative.
Trump said regarding the order, ""We take this step because we know that in solving the many many problems and our great challenges, faith is more powerful than government and nothing is more powerful than God.”
Sources: CBS News, White House Executive Order, White House Fact Sheet",Law &amp; Justice|Religion|The Facts|Trump,USA,executive order,,Washington,religion|religious freedom,world_news,publish
32842,2018-05-04,"At least 108 dead, 360 injured from winds, dust storms in India","Winds of up to at least 78 mph (126 km/h) in northern India caused dust storms that killed at least 97 people and injured at least 360 since Wednesday. Jaipur District Divisional Commissioner T Ravi Kant said, “most of the deaths occurred after walls and roofs of houses collapsed in the middle of the night.” Authorities also said trees falling on houses and cars caused some deaths.
At least 35 people died and more than 200 were injured in the state of Rajasthan. Officials said more than 8,000 electricity poles and hundreds of trees had been knocked down by the winds. Kant said there were “widespread” electricity outages and water shortages. 
In the state of Uttar Pradesh, at least 73 people died and 160 were injured, with 43 of those deaths in the city of Agra, which is about 125 miles (201 km) southeast of the capital, New Delhi. The meteorological department at the Indian Air Force’s Kheria base said that up to 1.9 inches (48.2 mm) of rain fell in less than three hours on Wednesday evening in the Agra district. Agra’s Additional District Magistrate Rakesh Malpani said the government would pay about $6,000 (400,000 Indian Rupees) to each family that lost someone as a result of the storm.
Uttar Pradesh’s government expects the number of deaths and people injured to increase over the next two days, as winds continue to be forecast.
Indian Prime Minister Narendra Modi tweeted that he was “saddened by the loss of lives,” and said he had asked officials to coordinate with state governments to assist those affected.
Sources: CNN, The Times of India",Accidents and Natural Disasters|The Facts|World,Asia,dust storms,,India,,world_news,publish
32968,2018-05-05,"Hawaii’s Kilauea Volcano erupts, residents evacuated","Hawaii’s Kilauea volcano on the Big Island of Hawaii erupted near the town of Pahoa on Thursday afternoon, and 1,500 residents were under mandatory evacuation orders to leave the area, according to Hawaii County Civil Defense. Lava and gases erupted from a fissure in the Leilani Estates subdivision at around 4:30 p.m. local time following a magnitude 5.0 earthquake recorded at about 10:30 a.m. Thursday morning, according to the U.S. Geological Survey’s Hawaiian Volcano Observatory (HVO). The eruption of lava and gases ended around 6:30 p.m. with lava spreading less than 33 feet (about 10 meters) from the fissure. No other eruptions have been reported, according to HVO.
There have been at least 600 smaller earthquakes in the area since Monday generated from the flow of underground magma, according to geologist Janet Babb with the HVO. While the lava flow has stopped at the Leilani Estates fissure, the eruption event may not be over and it is not possible to forecast how long it might last, according to Babb.
Also on Thursday, Hawaii Gov. David Ige ordered the state National Guard to help with evacuations and to provide security for evacuated buildings.
Sources: AP, NBC News, The Washington Post
",Accidents and Natural Disasters|The Facts,USA,evacuation|volcanic eruption,Hawaiian Volcano Observatory|USGS,Hawaii,volcanoes,world_news,publish
32984,2018-05-05,"US employment increases by 164,000 jobs in April; unemployment rate decreases to 3.9%","In April, the U.S. unemployment rate was 3.9 percent, and nonfarm payroll employment increased by 164,000 jobs, according to a report by the U.S. Bureau of Labor Statistics. This is the lowest unemployment rate since 2000 and the 91st consecutive month of job gains, according to NBC News. Also in April, average hourly earnings increased by 4 cents to $26.84.
Unemployment rates among specific groups of workers were as follows:

	Adult men, 3.7 percent (unchanged since March).
	Adult women, 3.5 percent (down from 3.7 percent in March).
	Teenagers, 12.9 percent (down from 13.5 percent in March).
	White, 3.6 percent (unchanged since March).
	Black or African American, 6.6 percent (down from 6.9 percent in March).
	Asian, 2.8 percent (down from 3.1 percent in March).
	Hispanic or Latino, 4.8 percent (down from 5.1 percent in March).

Industries that had increased employment included:

	Professional and business services (added 54,000 jobs).
	Manufacturing (added 24,000 jobs).
	Health care (added 24,000 jobs).
	Mining (added 8,000 jobs).

The bureau also adjusted its employment reports for February and March, reducing February’s increase of 326,000 jobs to an increase of 324,000, and revising March’s numbers from an increase of 103,000 jobs to an increase of 135,000.
Sources: Bureau of Labor Statistics April Report, NBC News, The New York Times",Economy|The Facts,USA,,Department of Labor,,employment|labor|unemployment,world_news,publish
33018,2018-05-05,Trump gives speech at annual NRA convention,"President Donald Trump gave a speech at the National Rifle Association’s (NRA) annual convention in Dallas on Friday. Trump spoke for 45 minutes on a range of topics, including the Parkland school shootings, Second Amendment rights, the economy, Robert Mueller’s investigation into alleged Russian interference in the 2016 U.S. presidential election, North Korea, Kanye West and the November midterm elections.
Media outlets quoted Trump saying the following on these topics:

	“Your Second Amendment rights are under siege … But they will never ever be under siege as long as I’m your president.” 
	He said he “mourned for the victims and their families” of the Parkland shooting. 
	“We have the best employment numbers we’ve virtually ever had.” 
	“We cannot get complacent, we have to win the midterms.”
	Trump said polling data showed an increase in his support among African Americans and attributed this to recent comments from West, saying, ""Thank you, Kanye.""

This is the fourth consecutive year Trump has addressed the NRA.
Sources: AP, Fox News, NBC News, The Washington Post",Politics|The Facts|Trump,USA,speech,NRA,Dallas|Texas,gun control,world_news,publish
33053,2018-05-06,Nobel Prize in Literature postponed until next year,"The 2018 Nobel Prize in Literature will be postponed until 2019, according to the Swedish Academy, the group responsible for awarding the prize. The group said in a statement on Friday that there have been five occasions in the past when an award has been delayed, and that the group was doing so this time “in view of the currently diminished Academy and the reduced public confidence in the Academy.” 
The academy didn’t specify in a statement what it meant by “diminished” or “reduced public confidence.” In April, six academy members resigned following a vote to remove a member, Katarina Frostenson, for allegedly giving her husband, Jean-Claude Arnault, information about prize winners. Arnault has been accused of sexual assault and harassment, and leaking award information. Arnault’s lawyer has said he denies the allegations.
According to a Nobel Foundation press release, an award may be postponed when the decision “will not be perceived as credible.” The foundation said “it presumes that the Swedish Academy will now put all its efforts into the task of restoring its credibility.”
The academy is only responsible for the literature award. The Nobel Foundation said the group’s decision to postpone the prize does not impact “the awarding of the 2018 Nobel Prizes in other prize categories.”
The Academy was founded in 1786. It is made up of 18 members who receive lifetime appointments to the group. Swedish inventor Alfred Nobel appointed the academy in his will to award the the Nobel Prize in Literature. The group began giving out the award in 1901.
Media outlets described the following events involving the Academy since last November:

	In November of last year, Swedish newspaper Dagens Nyheter reported that 18 women had made allegations of sexual assault and harassment against Jean-Claude Arnault, a photographer who is married to Katarina Frostenson, an academy member.
	His accusers alleged some incidents of assault took place at properties owned by the academy.
	Dagens Nyheter also accused Arnault of leaking the names of prize winners ahead of the official announcement. Frostenson allegedly disclosed the information to him.
	The academy held a vote on whether to remove Frostenson from the group, for her alleged disclosure of award information. The vote did not pass.
	On April 6, three members of the academy announced their resignation. Academy member Anders Olsson said he thought “main reason they left” was because they disagreed with the vote outcome.
	Three additional members of the academy resigned the following week, including Permanent Secretary of the academy Sara Danius and Frostenson.
	A preliminary investigation into the assault allegations against Arnault is ongoing. Arnault’s lawyer has denied the allegations — including that of leaking information — on his behalf.

Sources: Associated Press, Nobel Foundation Press Release, Reuters, The New York Times 1, The New York Times 2, Time Magazine",Arts and Entertainment|Law &amp; Justice|The Facts|World,Europe,,Nobel Foundation|Swedish Academy,Sweden,award|literature|Nobel prize,world_news,publish
33245,2018-05-07,Iranian President Rouhani outlines options if US withdraws from nuclear deal,"Iranian President Hassan Rouhani outlined options on Monday if President Donald Trump decides to withdraw the U.S. from the 2015 nuclear agreement. His comments came after Trump said the U.S. would withdraw if the signatories didn’t “fix” what he called “significant flaws” in the deal. Rouhani said Iran could remain in the agreement if the other non-American signatories “guaranteed” his country’s interests. The Iranian president also said the country was considering all options, including the possibility it would resume nuclear activity if the deal was terminated completely. 
Trump said on Monday he would announce his decision on the agreement on Tuesday, prior to the May 12 deadline he originally set. “I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm,” Trump tweeted.
The Joint Comprehensive Plan of Action (JCPOA) agreement, signed in 2015 after 18 months of negotiations, lifted some economic and diplomatic sanctions on Iran in exchange for limits to its nuclear program. Iran, the U.S., Russia, China, France, Germany and the United Kingdom are party to the agreement. (Read more background on JCPOA here.)
In January, Trump announced that he was “waiving the application of certain nuclear sanctions, but only in order to secure our European allies’ agreement to fix the terrible flaws of the Iran nuclear deal,” saying that he would withdraw from the deal if the “flaws,” including scheduled termination of some of the clauses, weren’t adequately addressed. The next deadline for Trump to continue to waive the sanctions is May 12. 
Last week, Israeli Prime Minister Benjamin Netanyahu accused Iran of lying when it said it had never had a nuclear weapons program, and that Iran “intensified” efforts to hide “nuclear weapons files” after signing JCPOA. As part of ongoing JCPOA inspections, the U.N.’s International Atomic Energy Agency has certified that Iran does not have nuclear weapons. 
Rouhani said Monday, “What Iran wants is our interests to be guaranteed by its non-American signatories,” and if that means removing the U.S. from the agreement it would “be fine” for Iran. 
“If they want to make sure that we are not after a nuclear bomb, we have said repeatedly that we are not and we will not be,” Rouhani said, adding the deal “ensures that Iran does not seek” nuclear weapons. “But if they want to weaken Iran and limit its influence whether in the region or globally, Iran will fiercely resist,” Rouhani said. 
Iranian Foreign Minister Mohammad Javad Zarif also said the country was considering withdrawing from JCPOA if the U.S. does. The head of Iran’s Atomic Energy Organization, Ali Akbar Salehi, said the country would resume enriching uranium within days if JCPOA is terminated.
The French and German foreign ministers, Jean-Yves Le Drian and Heiko Maas, announced after a joint meeting that their countries, along with the U.K., remain committed to the agreement. “We don’t think there is any justifiable reason to pull out of this agreement and we continue to make the case for it to our American friends,” Maas said. 
What could happen if the US withdraws?
JCPOA has a dispute resolution mechanism that grants at least 35 days to address a claim that a party has violated terms. This time period can be extended if all parties agree. If after having followed this procedure, a party determines the complaint is unresolved, it can choose to cease performing its commitments under the JCPOA and notify the U.N. Security Council. The Security Council can vote on a resolution to determine whether to keep the sanctions lifted. If such a resolution does not pass, the former U.N. sanctions would be reimposed, unless the Security Council decides otherwise.
Five of the six non-Iranian JCPOA members are also permanent members of the U.N. Security Council (Germany being the exception), and thus have a right to veto, which can prevent a resolution or decision from being adopted. The previous U.N. sanctions included a ban on the import and export of nuclear materials, a ban on arms exports, asset freezes and travel bans. 
If the Security Council rejects a U.S. motion to terminate JCPOA, the U.S. can reimpose its own sanctions on Iran. As part of JCPOA, the U.S. had lifted sanctions on financial and banking transactions with Iran and investments in the oil industry, as well as prohibitions on commercial aircraft sales to Iran. Under U.S. law, there would be an 180 day delay on reimposing penalties on U.S banks for violating sanctions, according to Iran Daily. 
Sources: White House, JCPOA, UN Voting, AP, Iran Daily, Press TV, USA Today",The Facts|Trump|War and Conflict|World,Middle East,,Hassan Rouhani|United Nations,Iran,nuclear program|nuclear weapons,world_news,publish
33135,2018-05-07,Gina Haspel to continue with nomination for CIA head,"On Friday, Gina Haspel reportedly considered withdrawing her nomination for CIA director before agreeing on Saturday afternoon to continue with the process, according to unnamed officials cited by The Washington Post. Haspel had been called to the White House on Friday to answer questions from officials, including questions about her role in interrogations that used waterboarding and other coercive interrogation techniques, according to the Post. Haspel said she did not want her nomination to “hurt” the CIA or to have attacks on her reputation, the Post reported.  
After learning Haspel was considering withdrawing her nomination, White House Director of Legislative Affairs Marc Short and White House Press Secretary Sarah Huckabee Sanders traveled to Haspel’s office in Langley, Virginia, to meet with her. After the discussions, Haspel decided to continue with her nomination, according to the Post.
Haspel, 61, was nominated to the position of CIA director by President Donald Trump in March. Haspel is the CIA’s deputy director and has been the agency’s acting director since former Director Mike Pompeo left the position to become U.S. Secretary of State. She has worked with the CIA since 1985, and has been undercover for some of her tenure. Haspel’s Senate confirmation hearing begins Wednesday with the Senate Intelligence Committee. After confirmation hearings, nominations are put to a vote in the Senate. 
Haspel is the first woman to be nominated as CIA director and, if confirmed, will be the first woman to lead the CIA.
2002 CIA interrogations
In 2002, Haspel was overseeing a CIA detention facility in Thailand where terror suspect Abd al-Rahim al-Nashiri was interrogated, at one point with waterboarding. Another suspect, Abu Zubaydah, was interrogated at the same facility before Haspel arrived. At the time, the interrogation program was “authorized by the president, deemed legal by administration lawyers and briefed to members of Congress,” according to the Post. During his presidency, Barack Obama signed executive orders to end CIA secret prisons and ban coercive interrogation methods. 
Haspel later served as chief of staff to Jose Rodriguez, who headed the CIA’s clandestine operations. In 2005, he reportedly ordered videotapes of the interrogations to be destroyed and Haspel’s name was on the order. The destruction of the tapes was investigated by a special prosecutor and ultimately no charges were filed.
Sources: Fox News, Politico, The New York Times 1, The New York Times 2, The Washington Post, Vox
",Politics|The Facts|Trump,USA,,CIA|Gina Haspel,Washington,nomination,world_news,publish
33140,2018-05-07,"Bomb at Afghan mosque kills 14, injures 33; 8 people abducted by Taliban gunmen","A bomb explosion killed 17 people and injured 37 at the Yaqoubi mosque in the eastern Afghan province of Khost on Sunday, BBC reported.  Khost's Chief of Police Basir Bina said the explosion, which occurred at 2:20 p.m. local time, was caused by a bomb in the building and not a suicide bomber. The mosque was being used for prayers and as a voter registration center for parliamentary elections that are scheduled for October. The Taliban has denied responsibility, and no group has claimed responsibility for the attack. 
Also on Sunday, seven Indian electrical engineers and their driver were abducted by Taliban gunmen in the northern Afghan province of Baghlan, according to BBC. The engineers were en route to a power station when they were abducted. Power is imported from central Asian countries to Afghanistan’s capital, Kabul, through that region, the Associated Press reported. 
Sources: AP, BBC, CNN
",The Facts|War and Conflict|World,Middle East,abduction|bombing,Taliban,Afghanistan,attack,world_news,publish
33132,2018-05-07,Colorado State University to change tour policies after police question 2 prospective students,"On April 30, Colorado State University (CSU) police pulled two teenage brothers of Native American descent out of a campus tour and questioned them. Police were responding to a 911 call from a woman on the tour, who said the teenagers looked as if “they don’t belong.” Police let the teens rejoin the tour after one of them showed the officers an email with a reservation for the tour. The university later tweeted, “We deeply regret the unwelcoming and concerning experience they had while guests on our campus,” and said it would change its tour policies, including providing guests with badges or lanyards.
The two brothers, Kanewakeron Thomas Gray, 19, and Skanahwati Lloyd Gray, 17, had joined the tour late after driving about seven hours from their home in New Mexico. The woman who called 911 mentioned their lateness to the dispatcher. She said the teens did not respond to some questions people asked of them, and that they were wearing black clothing with “weird symbolism or wording on it.” While on the tour, Thomas wore a black shirt and Lloyd wore a sweatshirt, both from death metal bands.
The woman reportedly said she thought the teens were lying. She said one of them laughed after she asked the other what he was thinking of studying. Thomas, the older of the two, said in an interview that he is interested in earning a doctorate in music, and his brother plans to major in visual arts.
The woman, who was touring the campus with her husband and at least two of her children, said, “One of them had his left hand in his oversized sweatshirt the whole time.” She added, “I’m probably being completely paranoid with everything that’s happened.” She said her husband told her another man on the tour also “believes [the teens] don’t belong.” 
The female campus police dispatcher asked if they were white males. The woman responded that she thought they were Hispanic and that one had said he is from Mexico.
On Friday, the university released the police report and one of the officers’ body camera footage from the incident, with some editing to blur the teens’ faces and delete audio portions. In the body cam footage, one officer tells Lloyd to get his hand out of his pocket, and then the officer pats down the pockets of Lloyd’s sweatshirt. One of the officers asked why the teens did not respond to questions on the tour, and Thomas said Lloyd is shy. Lloyd showed the police his ID and an email on his phone confirming that they had signed up for the campus tour.
One of the officers told the teens as he let them go, “Sorry to take you away from the group. Have a good rest of your day.” The tour had moved on and the teens were not able to rejoin it. The university said the tour guide was “unaware that police had been called or responded,” and the group had continued without the teens.
CSU responds
On May 2, three administration vice presidents sent an email to students as part of their “commitment to be transparent in communicating about issues related to race occurring on our campus.” They said, “this incident is sad and frustrating from nearly every angle, and that they “deeply regret the experience of these students while they were guests on our campus.”
On Friday, the university’s president, Dr. Tony Frank, said the school had been unsuccessful in contacting the Grays, and wanted to offer them reimbursement for their travel expenses and a V.I.P. tour of the campus. 
Frank said the school had been discussing potential changes to how it manages campus tours and that it would “move as soon as possible” to provide badges or lanyards for tour guests identifying them as visitors. He also said the school would have campus police contact tour guides if they wanted to talk to a tour member, and that tour guides would give introductions to people on their tours so that “anyone with questions or concerns views the tour guide as the first point of contact.”
Frank also said, “People of all races, gender identities, orientations, cultures, religions, heritages, and appearances belong [at CSU].”
The Grays respond
Thomas said his family had not decided if the teens would return to the university or whether they would apply there. He said on Friday, “We drove seven hours to pretty much get the cops called on us.” 
On Friday, the teens’ mother, Lorraine, said, “My immediate thought was they’re being profiled because they’re different.” Lorraine Gray is an “indigenous activist,” according to The Guardian.
One of the officers mentioned in his report that he spoke to Lorraine on the phone. He said, “I explained to her that law enforcement is obligated to follow up on any call that we receive and that the reporting party was suspicious because of the boys’ actions alone.”
The teens are originally from the Mohawk Nation of Akwesasne in New York and had moved to New Mexico about a decade ago.
Sources: CNN, Colorado State University, The Guardian, The New York Times, USA Today
",Law &amp; Justice|The Facts,USA,,Colorado State University,United States,race relations|racial profiling,world_news,publish
33351,2018-05-08,NY Attorney General resigns following abuse allegations,"New York Attorney General Eric Schneiderman announced his resignation late Monday after The New Yorker published four accounts from women accusing Schneiderman of physical violence. Schneiderman issued a statement saying, “In the last several hours, serious allegations, which I strongly contest, have been made against me. While these allegations are unrelated to my professional conduct or the operations of the office, they will effectively prevent me from leading the office’s work at this critical time. I therefore resign my office.”
New York Gov. Andrew Cuomo has called for an investigation into the allegations. “No one is above the law, including New York’s top legal officer. I will be asking an appropriate New York District Attorney(s) to commence an immediate investigation, and proceed as the facts merits (sic),” Cuomo said in a statement. On Tuesday, New York Solicitor General Barbara Underwood was named the state's acting attorney general.
According to The New Yorker, the four women accused Schneiderman of subjecting them to “non-consensual physical violence.” Two of the women – Michelle Manning Barish and Tanya Selvaratnam – went on-record, alleging Schneiderman slapped and choked them, sometimes after drinking. Manning Barish and Selvaratnam had not filed police reports but had sought medical attention for their alleged injuries. 
Both women also said Schneiderman threatened to kill them if they left him. According to the New Yorker, a spokesperson for Schneiderman denied he made such threats. The two other women who requested not to be identified also made claims of non-consensual physical abuse.
Manning Barish dated Schneiderman from the summer of 2013 until the end of 2015. Selvaratnam dated him from the summer of 2016 until the fall of 2017.
Schneiderman, 63, won a state Senate seat representing a Manhattan district in 1998, and became attorney general in 2010. He was running for re-election this year. 
Sources: AP, CNN, The New Yorker",Law &amp; Justice|The Facts,USA,resignations,Andrew Cuomo|Eric Schneiderman,New York,abuse|allegations,world_news,publish
33347,2018-05-08,Trump announces US withdrawal from Iran agreement,"President Donald Trump announced on Tuesday the U.S. will withdraw from the 2015 Iran nuclear agreement, the Joint Comprehensive Plan of Action (JCPOA). In his announcement, Trump authorized his administration to “immediately begin the process of re-imposing sanctions related to the JCPOA,” including sanctioning Iran’s energy, petrochemical and financial sectors.
“Those doing business in Iran will be provided a period of time to allow them to wind down operations in or business involving Iran. Those who fail to wind down such activities with Iran by the end of the period will risk severe consequence,” the announcement said.
According to the U.S. Treasury Department, various agencies will start implementing “90-day and 180-day wind-down periods for activities involving Iran that were consistent with the U.S. sanctions relief specified in the JCPOA.” The Treasury said it plans to “revoke, or amend, as appropriate” licenses issued in connection with the JCPOA “as soon as is administratively feasible.”
The White House referenced recently released Israeli intelligence as evidence that Iran “did not come clean about its nuclear weapons activity” when it entered the JCPOA. The alleged evidence released by Israel had previously been documented by U.S. and international agencies in the early 2000s. (See timeline for more.)
On Monday, Iranian President Hassan Rouhani said Iran could remain in the agreement if the other non-American signatories “guaranteed” his country’s interests. The Iranian president also said the country was considering all options, including the possibility it would resume nuclear activity if the deal was terminated completely. After Trump’s Tuesday speech, Rouhani said Iran would take a few weeks to decide how to respond.
Senior officials from Britain, France and Germany met in Brussels on Tuesday with Iran’s Deputy Foreign Minister for Political Affairs, Abbas Araghchi, to discuss their continued support for the JCPOA, the Associated Press reported.
Trump signed a presidential memorandum after his speech. 
This post has been updated.
Sources: AP, CNN, The White House",The Facts|Trump|War and Conflict|World,Middle East|USA,,,Iran,JCPOA|nuclear weapons,world_news,publish
33389,2018-05-08,New Ebola cases reported in Democratic Republic of Congo,"The Democratic Republic of Congo’s (DRC) health ministry on Tuesday reported 21 suspected cases of Ebola hemorrhagic fever, including 17 deaths. The cases were reported in Bikoro, and it was the DRC's ninth known outbreak of Ebola since 1976, when the viral disease was first identified.
Ebola virus disease is caused by one of five Ebola viruses. The virus is transmitted to people from wild animals and spreads through human-to-human contact through bodily fluids. Ebola has an incubation period of between two and 21 days. Symptoms include fever, fatigue, muscle and joint pain, headaches, and a sore throat, which is sometimes followed by vomiting, diarrhea, skin lesions, kidney and liver failure, and internal and external bleeding. The disease has an average case fatality rate of about 50 percent, according to CNN.
The World Health Organization (WHO) said lab tests confirmed the presence of Ebola in two out of five samples collected from patients. ""WHO is working closely with the government of the DRC to rapidly scale up its operations and mobilize health partners, using the model of a successful response to a similar outbreak in 2017,"" it said in a statement.
The WHO said it had released $1 million (840,000 euros) from an emergency contingency fund and set up a coordination group, and called on around 50 “experts” to work with the DRC government and health agencies. It also notified neighboring countries about the new cases.
""We will gather more samples, conduct contact tracing, engage the communities with messages on prevention and control, and put in place methods for improving data collection and sharing,"" said Dr. Matshidiso Moeti, the WHO's regional director for Africa.
The last Ebola outbreak occurred in 2017 in the DRC’s northern Bas Uélé province, and was contained due to efforts by the government, the WHO and other partners, according to the U.S. Centers for Disease Control and Prevention. Four people died during the 2017 outbreak in DRC.
Sources: AFP, CNN",Health and Medicine|The Facts|World,Africa,deaths|ebola,CDC|World Health Organization,Democratic Republic of Congo,disease|outbreak,world_news,publish
33290,2018-05-08,Hezbollah and supporting parties win majority seats in Lebanon’s parliamentary elections,"On Sunday, Lebanon held its first elections since 2009 with the Shiite Hezbollah party and parties that support it winning 65 of the 128 seats in parliament, according to official results cited by Reuters. Lebanese Prime Minister Saad Hariri’s Future Movement party won 21 seats, fewer than the 33 it previously held. 
Hariri’s Future Movement has maintained its position as the largest Sunni Muslim bloc in the House and Hariri will likely to be asked to form the new national unity cabinet, according to BBC. In Lebanon, the power sharing system requires the prime minister to be a Sunni Muslim, the president to be a Maronite Christian, and the parliament speaker a Shiite Muslim. Parliamentary seats are divided in accordance with quotas according to the religious sects.
Voter turnout on Sunday was 49.2 percent of 3.6 million eligible voters, compared with 54 percent in 2009, according to Reuters.
Lebanon’s 2013 elections were delayed when Members of Parliament (MPs) extended their terms because parties could not agree on a new electoral law, BBC reported. The system was later changed from first-past-the-post (FPTP) to a proportional representation (PR) system. 
FPTP refers to election systems that grant a seat to the candidate who receives the most votes in his or her district, similar to the U.S. system. PR electoral systems grant seats to candidates based on the percentage of total votes that party receives. For example, in a basic PR system, if a party receives 25 percent of the votes, it would get to fill 25 percent of the seats with its preferred candidates, regardless of the local area in which each candidate lives.  
Hezbollah
Hezbollah is a political, military and social organization. It is designated a terrorist group by the U.S. and Israel. The group has sent thousands of fighters to support Syrian President Bashar al-Assad’s conflict against Syrian rebel groups and the Islamic State. 
Two of Hezbollah’s allies in Lebanon are the Shiite Amal Movement and the Christian Free Patriotic Movement. Hezbollah is also supported by Iran, according to The Washington Post. 
Leaders’ responses
Hezbollah’s leader, Hassan Nasrallah, said the election result was a “political and moral victory” and that the new government should form quickly and through cooperation. 
Prime Minister Hariri said, “My hand is extended to every Lebanese who participated in the elections to preserve stability and create jobs.” He added about the voter turnout, “The problem with this election: a lot of people didn't understand it,” referring to the new electoral system. 
Samir Geagea, leader of the Christian opposition party Lebanese Forces, said the election results showed a “popular ground” that would give “strength” to a coalition known as “March 14,” which opposes Hezbollah, to “fix the path.” The March 14 coalition won a parliamentary majority in 2009 and was supported by Saudi Arabia, but the alliance had disbanded, according to Reuters.
Sources: BBC, Reuters, The Washington Post
",Elections|The Facts|World,Middle East,,Hezbollah|Saad Hariri,Lebanon,,world_news,publish
